"Drug","INN","Disease","Applicant","Parent_Company","Technology","Therapeutic_Area","Severity_Tier","Country","Decision_Type","Evaluation_Raw","Decision_Status_Raw","Access_Outcome","Restriction_Level","Reason_Category","Decision_Year","Decision_Date_Raw","Comparator_Category","Comparator_Raw","Evidence_Type","Reason_Text","ICER_Raw","Main_Uncertainty","Conditions","Notes","Comments","Data_Source","Row_Ref","Is_Positive","Is_Assessed","ICER_Min_SEK_per_QALY (Sweden only, curated)","ICER_Max_SEK_per_QALY (Sweden only, curated)","ICER_Basis_Note (Sweden only)","Technology_Group","Drug_Any_Positive (helper)","Drug_First_Positive_Year (helper)","hta_decision_date","ema_ma_date","time_to_decision_years","time_flag"
"Zynteglo","Betibeglogene autotemcel","Beta-thalassemia","bluebird bio (Netherlands) B.V.","bluebird bio","Gene therapy (ex vivo lentiviral)","Hematology",,"Norway","Managed introduction / price negotiation","National HTA (Nye Metoder / Beslutningsforum)","Not recommended","Negative","Not Applicable","Price/Cost-effectiveness",2020,"Historical","Procedural / transplant-based comparator","Chronic transfusion regimens + Active chelation","Not specified / unclear","Clinical evidence uncertainty","Extreme cost per patient rejected by Beslutningsforum","True clinical durability vs. theoretical cross-trial curves","Beta-Thalassemia Major indications","High upfront financial risk profile without milestones","Clinical trial entry paths preferred over public funding","Primary xlsx database",48,FALSE,TRUE,,,,"Gene therapy",0,,2020-07-01,2019-08-29,0.840520191649555,"ok"
"Carvykti","Ciltacabtagene autoleucel","Relapsed/refractory multiple myeloma","Janssen-Cilag International N.V.","Janssen (Johnson & Johnson)","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Sweden","Other / unclassified process","NT-radet opinion (re-assessed)","Can be used (kan anvandas) - current","Not Evaluated","Not Applicable","N/A",2025,"2025-06-19 00:00:00","Other / mixed comparator","Other later-line MM regimens (2L+ setting)","Not specified / unclear","Price / cost-effectiveness","Not disclosed in extracted text for the current (2025-06-19) opinion","Long-term comparative survival vs. other novel agents","2nd-line-and-later relapsed/refractory multiple myeloma; replaces the 2024-03-07 opinion which covered 4th-line use only","History: 2024-03-07 NT-radet recommended AGAINST use at 4th line (price too high relative to benefit). Following a renegotiated price, the 2025-06-19 opinion recommends Carvykti can be used from 2nd line onward.","Sources: TLV/NT-radet opinions 2024-03-07 and 2025-06-19 ('Carvykti vid MM 2L 2025-06-19').","Primary xlsx database",49,FALSE,FALSE,,,"unquantified in source - conditional price structure linked to patient longevity tiers","Cell therapy",0,,2025-06-19,2022-05-25,3.06913073237509,"ok"
"Carvykti","Ciltacabtagene autoleucel","Relapsed/refractory multiple myeloma","Janssen-Cilag International N.V.","Janssen (Johnson & Johnson)","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Denmark","Other / unclassified process","Medicinraadet recommendation v2.0 (re-assessment)","Recommended, with conditions","Not Evaluated","Not Applicable","N/A",2024,"2024-11-27 00:00:00","Other / mixed comparator","Teclistamab (newly approved comparator, replacing the prior comparator used in v1.0)","Not specified / unclear","Clinical evidence uncertainty + Comparator/positioning issue + Price / cost-effectiveness","v1.0: 601,237 DKK/QALY (AIP basis). v2.0 ICER not disclosed in extracted text (price-confidential).","Long-term effect durability vs. teclistamab; real-world safety data (Sidana et al. 2024) cited to address earlier concerns","Restricted to patients in good general condition (ECOG performance status 0-1); recommendation includes possibility of holding/bridging therapy; to be re-evaluated after 2 years of data collection","History: v1.0 (27 Sept 2023) - Medicinraadet did NOT recommend cilta-cel; ICER calculated at 601,237 DKK/QALY on an AIP basis. Company requested re-assessment 15 March 2024 with a lower price offer and a new comparator (teclistamab). v2.0 (godkendt 27 Nov 2024) recommends cilta-cel conditionally.","Sources: Medicinraadets anbefaling vedr. ciltacabtagene autoleucel, vers. 1.0 (27.09.2023) and vers. 2.0 (27.11.2024).","Primary xlsx database",49,FALSE,FALSE,,,,"Cell therapy",0,,2024-11-27,2022-05-25,2.51060917180014,"ok"
"Carvykti","Ciltacabtagene autoleucel","Relapsed/refractory multiple myeloma","Janssen-Cilag International N.V.","Janssen (Johnson & Johnson)","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Norway","Managed introduction / price negotiation","Beslutningsforum decision (round 1); round 2 price note issued, outcome not yet in sources","Not introduced (round 1, 27.05.2024); second decision process pending","Not Evaluated","Not Applicable","N/A",2024,"2024-05-27 00:00:00","Chemotherapy / salvage regimen","Standard multi-agent salvage regimens; bispecific antibodies teclistamab (ID2022_113) and elranatamab (ID2023_079), already introduced, expected to be displaced if cilta-cel is introduced","Not specified / unclear","Administrative/procedural + Price / cost-effectiveness","Not disclosed in extracted text","Price relative to benefit at the time of the round-1 decision","Round 1 indication: relapsed/refractory multiple myeloma, 4th line or later. A second price note (dated 04.06.2025) confirms a new Beslutningsforum decision was scheduled for 25.08.2025, for a broader indication (consistent with Sweden/Denmark's move to 2nd-line+); the outcome of that 25.08.2025 decision is not present in the available source documents.","27.05.2024 Beslutningsforum: 'Ciltakabtagene autoleucel (Carvykti) innfores ikke' (price too high). A renewed price negotiation and second Beslutningsforum decision (scheduled 25.08.2025) followed; that decision's outcome could not be confirmed from the documents available in this review.","Sources: prisnotat-id2021_143-carvykti-4l-myelomatose (30.04.2024) and id2021_143-carvykti-4l-mm-prisnotat-2 (04.06.2025).","Primary xlsx database",49,FALSE,FALSE,,,,"Cell therapy",0,,2024-05-27,2022-05-25,2.00684462696783,"ok"
"Kymriah","Tisagenlecleucel","Relapsed/refractory B-cell acute lymphoblastic leukaemia (ALL), paediatric/young adult","Novartis Europharm Limited","Novartis","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Sweden","Other / unclassified process","NT-radet opinion","Recommended","Positive","Broad","N/A",2019,"2019-05-17 00:00:00","Chemotherapy / salvage regimen","Standard salvage chemotherapy / existing practice","Not specified / unclear","Clinical evidence uncertainty","Not disclosed in extracted text","Long-term durability of response; pediatric survival extrapolation","Relapsed/refractory paediatric and young-adult B-cell ALL","First of three Swedish Kymriah opinions (ALL, DLBCL, FL each assessed separately).","Source: NT-radets yttrande, 'Tisagenlekleucel (Kymriah) 190517'.","Primary xlsx database",50,TRUE,TRUE,,,"unquantified in source - staged performance payment model","Cell therapy",1,,2019-05-17,2018-08-23,0.731006160164271,"ok"
"Kymriah","Tisagenlecleucel","Relapsed/refractory B-cell acute lymphoblastic leukaemia (ALL), paediatric/young adult","Novartis Europharm Limited","Novartis","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Denmark","Other / unclassified process","Medicinraadet recommendation","Recommended as possible standard treatment, with conditions","Not Evaluated","Not Applicable","N/A",2019,"2019-01-30 00:00:00","Chemotherapy / salvage regimen","Existing salvage chemotherapy / SCT pathway","Not specified / unclear","Not specified","Not disclosed in extracted text","Maturity of long-term survival data at time of initial recommendation","Recommended as possible standard treatment for B-cell ALL; systematic collection of efficacy/safety data in clinical practice required, with Medicinraadet to review continuation of the recommendation based on this data","Conditional on ongoing clinical data collection.","Source: Medicinraadets anbefaling vedr. tisagenlecleucel til ALL, vers. 1.0, godkendt 30.01.2019.","Primary xlsx database",50,FALSE,FALSE,,,,"Cell therapy",1,,2019-01-30,2018-08-23,0.438056125941136,"ok"
"Kymriah","Tisagenlecleucel","Relapsed/refractory B-cell acute lymphoblastic leukaemia (ALL), paediatric/young adult","Novartis Europharm Limited","Novartis","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Norway","Other / unclassified process","Hurtig metodevurdering (STA report) + bioteknologiloven Sec.6-3 gene-therapy approval","No Beslutningsforum decision letter found in available sources","Not Evaluated","Not Applicable","N/A",2018,"2018-11-08 00:00:00","Chemotherapy / salvage regimen","Existing salvage chemotherapy pathway","Not specified / unclear","Administrative/procedural + Clinical evidence uncertainty + Price / cost-effectiveness","651,000 NOK/QALY (ITT/enrolled-patient analysis); 648,000 NOK/QALY (mITT/infused-patient analysis)","Long-term survival/durability uncertainty noted in the STA report","Relapsed/refractory paediatric/young-adult B-cell ALL","Legemiddelverket completed its rapid HTA (STA) report 08.11.2018 (ICER figures above). Separately, Helsedirektoratet approved Kymriah under the Biotechnology Act Sec.6-3 (gene-therapy regulatory gate) on 16.11.2018 -- that approval explicitly notes it is independent of, and does not substitute for, a Beslutningsforum reimbursement decision. No Beslutningsforum decision letter for ALL was found among the available source documents.","Sources: 'tisagenlecleucel-kymriah---hurtig-metodevurdering' (08.11.2018) and '18_27323-12godkjenning-etter-bioteknologiloven' (16.11.2018).","Primary xlsx database",50,FALSE,FALSE,,,,"Cell therapy",1,,2018-11-08,2018-08-23,0.210814510609172,"ok"
"Yescarta","Axicabtagene ciloleucel","Relapsed/refractory DLBCL or PMBCL, 3rd line or later","Kite Pharma EU B.V.","Kite (Gilead)","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Sweden","Other / unclassified process","NT-radet opinion (reviewed/clarified 2024)","Recommended","Positive","Broad","N/A",2019,"2019-09-06 00:00:00","Procedural / transplant-based comparator","Existing salvage chemo / auto-SCT pathway","Not specified / unclear","Clinical evidence uncertainty","Not disclosed in extracted text","Long-term plateau durability of progression-free survival","3rd-line-and-later relapsed/refractory DLBCL/PMBCL; NT-radet's 2024-02-21 review clarified that this 2019-09-06 opinion applies specifically to 3rd-line treatment (a separate opinion covers 2nd line, issued 2024-01-12)","Original opinion 2019-09-06; reviewed and scope clarified 2024-02-21 (no change of recommendation).","Source: NT-radets yttrande, 'Axikabtagenciloceucel (Yescarta) 190906-oversyn-2024-02-21'.","Primary xlsx database",51,TRUE,TRUE,,,"unquantified in source - confidential tiered flat discount","Cell therapy",1,,2019-09-06,2018-08-23,1.03764544832307,"ok"
"Yescarta","Axicabtagene ciloleucel","Relapsed/refractory DLBCL or PMBCL, 3rd line or later","Kite Pharma EU B.V.","Kite (Gilead)","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Denmark","Other / unclassified process","Medicinraadet recommendation v2.2 (re-assessment)","Recommended, with conditions","Not Evaluated","Not Applicable","N/A",2024,"2024-11-27 00:00:00","Other / mixed comparator","Not specified in extracted text","Not specified / unclear","Comparator/positioning issue + Price / cost-effectiveness","Confidential / not disclosed in extracted text","Re-assessment based on new price and new data (v2.0, 25.09.2024)","Restricted to patients in good general condition (ECOG performance status 0-1); possibility of holding/bridging therapy permitted","History: original recommendation version 1.0 approved by Medicinraadet 15.05.2019 (initial decision on this indication; positive/negative wording not confirmed in the extracted text available for this review). Re-assessed at v2.0 (25.09.2024, godkendt) on the basis of new price and new clinical data, with subsequent minor updates (v2.1, 23.10.2024; v2.2, 27.11.2024) refining bridging-therapy provisions. Current effective recommendation (v2.2) is positive with the ECOG 0-1 restriction.","Source: Medicinradets anbefaling vedr. axicabtagene ciloleucel til 3. linjebehandling, vers. 2.2, godkendt 27.11.2024 (version log shows v1.0 15.05.2019, v2.0 25.09.2024, v2.1 23.10.2024).","Primary xlsx database",51,FALSE,FALSE,,,,"Cell therapy",1,,2024-11-27,2018-08-23,6.26420260095825,"ok"
"Yescarta","Axicabtagene ciloleucel","Relapsed/refractory DLBCL or PMBCL, 3rd line or later","Kite Pharma EU B.V.","Kite (Gilead)","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Norway","Managed introduction / price negotiation","Beslutningsforum decision (ID2019_143, per background section of later price note)","Introduced","Not Evaluated","Not Applicable","N/A",2022,"2022-10-18 00:00:00","Procedural / transplant-based comparator","Existing salvage chemo / auto-SCT pathway","Not specified / unclear","Comparator/positioning issue + Price / cost-effectiveness","Not disclosed in extracted text","Not detailed in extracted text","3rd-line-and-later relapsed/refractory DLBCL/PMBCL","This 18.10.2022 decision date is the genuine, sourced Beslutningsforum decision for axi-cel's 3rd-line indication; it is referenced in the background section of the FL price note (id2021_114_yescarta_4l_fl_prisnotat_offentlig). NB: a prior version of this database had mistakenly attached this same real date to an unrelated, fabricated Soliris/NMOSD entry -- that was a misattribution and has been corrected (see Soliris/NMOSD Norway row).","Source: background section of id2021_114_yescarta_4l_fl_prisnotat_offentlig (FL price note), referencing the 3L decision dated 18.10.2022.","Primary xlsx database",51,FALSE,FALSE,,,,"Cell therapy",1,,2022-10-18,2018-08-23,4.1533196440794,"ok"
"Soliris","Eculizumab","Atypical hemolytic uremic syndrome (aHUS)","Alexion (AstraZeneca Rare Disease)","Alexion (AstraZeneca Rare Disease)","Monoclonal antibody","Neurology (autoimmune)",,"Sweden","Other / unclassified process","NT-radet opinion (price-based)","Not recommended (Soliris specifically)","Not Evaluated","Not Applicable","N/A",2026,"2026-06-12 00:00:00","Other / mixed comparator","Bekemv, Epysqli, Ultomiris","Not specified / unclear","Administrative/procedural + Clinical evidence uncertainty + Price / cost-effectiveness","Not reported - decision is a price comparison (Bekemv's price became acceptable from 2026-01-01); no current ICER","N/A - price comparison; NT-radet notes scientific-documentation uncertainty is 'very high' generally for aHUS, and no current health-economic valuation exists","NT-radet: Bekemv can be used for aHUS; Ultomiris only in exceptional cases when Bekemv is unsuitable/not tolerated; Epysqli and Soliris not recommended because they cost more than Bekemv","Replaces NT-radet's prior aHUS opinion of 2026-01-07. The national treatment council previously overseeing aHUS compassionate-use decisions had its mandate ended once Bekemv's price was deemed acceptable.","Source: TLV/NT-radet opinion, 'Soliris vid aHUS 2026-06-12'.","Primary xlsx database",52,FALSE,FALSE,,,"not evaluated","Monoclonal antibody",0,,2026-06-12,2007-06-20,18.9787816563997,"long (>10 years)"
"Soliris","Eculizumab","Atypical hemolytic uremic syndrome (aHUS)","Alexion (AstraZeneca Rare Disease)","Alexion (AstraZeneca Rare Disease)","Monoclonal antibody","Neurology (autoimmune)",,"Denmark","Other / unclassified process","Not Evaluated","No Medicinraadet aHUS-specific assessment identified in available sources","Not Evaluated","Not Applicable","N/A",,,"Not applicable / Not assessed",,"Not specified / unclear","Administrative/procedural + Comparator/positioning issue",,,,"No HTA assessment identified in available source documents for this indication/country combination",,"Primary xlsx database",52,FALSE,FALSE,,,,"Monoclonal antibody",0,,,2007-06-20,,"missing"
"Soliris","Eculizumab","Atypical hemolytic uremic syndrome (aHUS)","Alexion (AstraZeneca Rare Disease)","Alexion (AstraZeneca Rare Disease)","Monoclonal antibody","Neurology (autoimmune)",,"Norway","Managed introduction / price negotiation","Sykehusinnkjop price note (same combined document as PNH, ID2020_003)","Outcome not confirmed in available sources","Not Evaluated","Not Applicable","N/A",2022,"2022-08-30 00:00:00","Other / mixed comparator","None submitted","Not specified / unclear","Administrative/procedural + Price / cost-effectiveness","Not assessed / no ICER","No ICER calculable - no documentation submitted by Alexion","See Soliris/PNH Norway row - same combined price note covering all 4 indications","Same Sykehusinnkjop price note as PNH; no separate Beslutningsforum decision letter for aHUS found in available sources.","Source: id2019_061-med-flere price note, 30.08.2022.","Primary xlsx database",52,FALSE,FALSE,,,,"Monoclonal antibody",0,,2022-08-30,2007-06-20,15.1950718685832,"long (>10 years)"
"Soliris","Eculizumab","Neuromyelitis optica spectrum disorder (NMOSD), AQP4-antibody positive","Alexion (AstraZeneca Rare Disease)","Alexion (AstraZeneca Rare Disease)","Monoclonal antibody","Neurology (autoimmune)",,"Sweden","Other / unclassified process","Not Evaluated","No NT-radet opinion identified specifically for NMOSD","Not Evaluated","Not Applicable","N/A",,,"Not applicable / Not assessed",,"Not specified / unclear","Administrative/procedural",,,,"NT-radet/Samverkan has only opined on PNH and aHUS for this drug class in the available sources; no NMOSD-specific TLV/NT-radet document was found.",,"Primary xlsx database",53,FALSE,FALSE,,,"not evaluated","Monoclonal antibody",0,,,2007-06-20,,"missing"
"Soliris","Eculizumab","Neuromyelitis optica spectrum disorder (NMOSD), AQP4-antibody positive","Alexion (AstraZeneca Rare Disease)","Alexion (AstraZeneca Rare Disease)","Monoclonal antibody","Neurology (autoimmune)",,"Denmark","Other / unclassified process","Medicinraadet recommendation","Not recommended","Negative","Not Applicable","Price/Cost-effectiveness",2021,"2021-06-23 00:00:00","Other / mixed comparator","Not specified in extracted text (existing supportive-care practice referenced in surrounding material)","Not specified / unclear","Price / cost-effectiveness","Not disclosed (budget impact only: ~28.4M DKK additional cost / ~43.1M DKK regional budget impact)","Quality of comparative data for eculizumab vs. existing practice not considered sufficient by Medicinraadet","Relapsing NMOSD, anti-AQP4 antibody positive patients","Medicinraadet estimated treatment with eculizumab would cost approx. 28.4 million DKK more, with regions needing to budget approx. 43.1 million DKK additionally; ICER per QALY not disclosed in the extracted text.","Source: medicinraadets/bilag anbefaling vedr. eculizumab til NMOSD, vers. 1.0, 23.06.2021.","Primary xlsx database",53,FALSE,TRUE,,,,"Monoclonal antibody",0,,2021-06-23,2007-06-20,14.009582477755,"long (>10 years)"
"Soliris","Eculizumab","Neuromyelitis optica spectrum disorder (NMOSD), AQP4-antibody positive","Alexion (AstraZeneca Rare Disease)","Alexion (AstraZeneca Rare Disease)","Monoclonal antibody","Neurology (autoimmune)",,"Norway","Managed introduction / price negotiation","Sykehusinnkjop price note (same combined document, ID2019_043)","Outcome not confirmed in available sources","Not Evaluated","Not Applicable","N/A",2022,"2022-08-30 00:00:00","Other / mixed comparator","None submitted","Not specified / unclear","Administrative/procedural + Price / cost-effectiveness","Not assessed / no ICER","No ICER calculable - no documentation submitted by Alexion","See Soliris/PNH Norway row - same combined price note covering all 4 indications. NB: the date 2022-10-18 previously attributed to a Norwegian NMOSD decision in this database is fabricated/misattributed -- that date belongs to a real, unrelated Yescarta Beslutningsforum decision.","No Beslutningsforum decision letter for NMOSD found in available sources.","Source: id2019_061-med-flere price note, 30.08.2022.","Primary xlsx database",53,FALSE,FALSE,,,,"Monoclonal antibody",0,,2022-08-30,2007-06-20,15.1950718685832,"long (>10 years)"
"Soliris","Eculizumab","Generalised myasthenia gravis (gMG), treatment-refractory","Alexion (AstraZeneca Rare Disease)","Alexion (AstraZeneca Rare Disease)","Monoclonal antibody","Neurology (autoimmune)",,"Sweden","Other / unclassified process","Not Evaluated","No NT-radet/TLV assessment identified for gMG","Not Evaluated","Not Applicable","N/A",,,"Not applicable / Not assessed",,"Not specified / unclear","Administrative/procedural + Comparator/positioning issue",,,,"No HTA assessment identified in available source documents for this indication/country combination",,"Primary xlsx database",54,FALSE,FALSE,,,"not evaluated","Monoclonal antibody",0,,,2007-06-20,,"missing"
"Soliris","Eculizumab","Generalised myasthenia gravis (gMG), treatment-refractory","Alexion (AstraZeneca Rare Disease)","Alexion (AstraZeneca Rare Disease)","Monoclonal antibody","Neurology (autoimmune)",,"Denmark","Other / unclassified process","Not Evaluated","No Medicinraadet assessment identified for gMG","Not Evaluated","Not Applicable","N/A",,,"Not applicable / Not assessed",,"Not specified / unclear","Administrative/procedural + Comparator/positioning issue",,,,"No HTA assessment identified in available source documents for this indication/country combination",,"Primary xlsx database",54,FALSE,FALSE,,,,"Monoclonal antibody",0,,,2007-06-20,,"missing"
"Soliris","Eculizumab","Generalised myasthenia gravis (gMG), treatment-refractory","Alexion (AstraZeneca Rare Disease)","Alexion (AstraZeneca Rare Disease)","Monoclonal antibody","Neurology (autoimmune)",,"Norway","Managed introduction / price negotiation","Sykehusinnkjop price note (same combined document, ID2017_020/ID2019_021)","Outcome not confirmed in available sources","Not Evaluated","Not Applicable","N/A",2022,"2022-08-30 00:00:00","Other / mixed comparator","None submitted","Not specified / unclear","Administrative/procedural + Price / cost-effectiveness","Not assessed / no ICER","No ICER calculable - no documentation submitted by Alexion","See Soliris/PNH Norway row - same combined price note covering all 4 indications","No Beslutningsforum decision letter for gMG found in available sources.","Source: id2019_061-med-flere price note, 30.08.2022.","Primary xlsx database",54,FALSE,FALSE,,,,"Monoclonal antibody",0,,2022-08-30,2007-06-20,15.1950718685832,"long (>10 years)"
"Kymriah","Tisagenlecleucel","Relapsed/refractory diffuse large B-cell lymphoma (DLBCL)","Novartis Europharm Limited","Novartis","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Sweden","Other / unclassified process","NT-radet opinion, reaffirmed after supplementary analysis","Not recommended","Negative","Not Applicable","Price/Cost-effectiveness",2020,"2020-04-29 00:00:00","Procedural / transplant-based comparator","Existing salvage chemo / auto-SCT pathway","Not specified / unclear","Clinical evidence uncertainty","TLV declined to present/finalise a base-case ICER given the clinical uncertainty (per NT-radet opinion text)","TLV's supplementary analysis (published 17.04.2020) did not change the assessment of uncertainty in clinical benefit","Relapsed/refractory DLBCL","This opinion replaced the prior 2019-06-24 opinion; the conclusion (do not recommend) was unchanged after the supplementary analysis.","Source: NT-radets yttrande, 'Tisagenlekleucel (Kymriah) DLBCL 200429'.","Primary xlsx database",55,FALSE,TRUE,,,"unquantified in source - staged performance payment model","Cell therapy",0,,2020-04-29,2018-08-23,1.68377823408624,"ok"
"Kymriah","Tisagenlecleucel","Relapsed/refractory diffuse large B-cell lymphoma (DLBCL)","Novartis Europharm Limited","Novartis","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Denmark","Other / unclassified process","Medicinraadet recommendation","Not recommended","Negative","Not Applicable","Price/Cost-effectiveness",2024,"2024-09-25 00:00:00","Other / mixed comparator","Not specified in extracted text","Not specified / unclear","Price / cost-effectiveness","1,065,404 DKK/QALY (AIP basis)","Insufficient evidence to recommend a defined treatment per current guidelines (per Medicinraadet text); experimental treatment suggested as alternative where available","Relapsed/refractory DLBCL","ICER calculated on an AIP basis.","Source: Medicinradets anbefaling vedr. tisagenlecleucel til B-cellelymfom, vers. 2.0, godkendt 25.09.2024.","Primary xlsx database",55,FALSE,TRUE,,,,"Cell therapy",0,,2024-09-25,2018-08-23,6.09171800136893,"ok"
"Kymriah","Tisagenlecleucel","Relapsed/refractory diffuse large B-cell lymphoma (DLBCL)","Novartis Europharm Limited","Novartis","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Norway","Other / unclassified process","Not Evaluated","No Norwegian DLBCL-specific assessment identified in available sources","Not Evaluated","Not Applicable","N/A",,,"Not applicable / Not assessed",,"Not specified / unclear","Administrative/procedural + Comparator/positioning issue",,,,"No HTA assessment identified in available source documents for this indication/country combination",,"Primary xlsx database",55,FALSE,FALSE,,,,"Cell therapy",0,,,2018-08-23,,"missing"
"Kymriah","Tisagenlecleucel","Follicular lymphoma (FL)","Novartis Europharm Limited","Novartis","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Sweden","Other / unclassified process","NT-radet opinion","Not recommended","Negative","Not Applicable","Price/Cost-effectiveness",2024,"2024-08-30 00:00:00","Other / mixed comparator","Not specified in extracted text","Not specified / unclear","Clinical evidence uncertainty + Price / cost-effectiveness","Not disclosed in extracted text","Cost-effectiveness uncertainty at submitted price","Follicular lymphoma","Third and most recent of the three Swedish Kymriah opinions.","Source: NT-radets yttrande, 'Kymriah follikulart lymfom 2024-08-30'.","Primary xlsx database",56,FALSE,TRUE,,,"unquantified in source - staged performance payment model","Cell therapy",0,,2024-08-30,2018-08-23,6.02053388090349,"ok"
"Kymriah","Tisagenlecleucel","Follicular lymphoma (FL)","Novartis Europharm Limited","Novartis","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Denmark","Other / unclassified process","Not Evaluated","No Danish FL-specific assessment identified in available sources","Not Evaluated","Not Applicable","N/A",,,"Not applicable / Not assessed",,"Not specified / unclear","Administrative/procedural + Comparator/positioning issue",,,,"No HTA assessment identified in available source documents for this indication/country combination",,"Primary xlsx database",56,FALSE,FALSE,,,,"Cell therapy",0,,,2018-08-23,,"missing"
"Kymriah","Tisagenlecleucel","Follicular lymphoma (FL)","Novartis Europharm Limited","Novartis","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Norway","Other / unclassified process","Not Evaluated","No Norwegian FL-specific assessment identified in available sources","Not Evaluated","Not Applicable","N/A",,,"Not applicable / Not assessed",,"Not specified / unclear","Administrative/procedural + Comparator/positioning issue",,,,"No HTA assessment identified in available source documents for this indication/country combination",,"Primary xlsx database",56,FALSE,FALSE,,,,"Cell therapy",0,,,2018-08-23,,"missing"
"Yescarta","Axicabtagene ciloleucel","Relapsed/refractory DLBCL or high-grade B-cell lymphoma (HGBL), 2nd line","Kite Pharma EU B.V.","Kite (Gilead)","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Sweden","Other / unclassified process","NT-radet opinion","Recommended","Positive","Broad","N/A",2024,"2024-01-12 00:00:00","Chemotherapy / salvage regimen","3rd-line salvage pathway (historical comparator); current standard of care comparison discussed in opinion","Not specified / unclear","Not specified","850,000 SEK/QALY (per prior verified extraction; not re-confirmed line-by-line in this pass)","Not detailed in extracted text","2nd-line relapsed/refractory DLBCL/HGBL","Separate opinion from the 3rd-line Yescarta recommendation (2019-09-06).","Source: NT-radets yttrande, 'Yescarta 2L DLBCL 2024-01-12'.","Primary xlsx database",57,TRUE,TRUE,,,"unquantified in source - confidential tiered flat discount","Cell therapy",1,,2024-01-12,2018-08-23,5.38809034907598,"ok"
"Yescarta","Axicabtagene ciloleucel","Relapsed/refractory DLBCL or high-grade B-cell lymphoma (HGBL), 2nd line","Kite Pharma EU B.V.","Kite (Gilead)","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Denmark","Other / unclassified process","Medicinraadet recommendation v1.2 (re-assessment)","Recommended, with conditions","Not Evaluated","Not Applicable","N/A",2024,"2024-11-27 00:00:00","Other / mixed comparator","Not specified in extracted text","Not specified / unclear","Not specified","Confidential / not disclosed in extracted text","Not detailed in extracted text","Restricted to patients in good general condition (ECOG performance status 0-1); possibility of holding/bridging therapy","Original recommendation (Raadets anbefaling) dated 27.09.2023; godkendt/effective 27.11.2024 after subsequent version updates (bridging-therapy provisions).","Source: Medicinradets anbefaling vedr. axicabtagene ciloleucel til 2. linjebehandling af DLBCL, vers. 1.2, godkendt 27.11.2024.","Primary xlsx database",57,FALSE,FALSE,,,,"Cell therapy",1,,2024-11-27,2018-08-23,6.26420260095825,"ok"
"Yescarta","Axicabtagene ciloleucel","Relapsed/refractory DLBCL or high-grade B-cell lymphoma (HGBL), 2nd line","Kite Pharma EU B.V.","Kite (Gilead)","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Norway","Managed introduction / price negotiation","Beslutningsforum decision (ID2022_020, per background section of later price note)","Introduced","Not Evaluated","Not Applicable","N/A",2023,"2023-08-28 00:00:00","Other / mixed comparator","Not detailed in extracted text","Not specified / unclear","Comparator/positioning issue + Price / cost-effectiveness","Not disclosed in extracted text","Not detailed in extracted text","2nd-line relapsed/refractory DLBCL/HGBL","Referenced in the background section of the FL price note (id2021_114_yescarta_4l_fl_prisnotat_offentlig) as a prior, already-decided indication.","Source: background section of id2021_114_yescarta_4l_fl_prisnotat_offentlig (FL price note), referencing the 2L decision dated 28.08.2023.","Primary xlsx database",57,FALSE,FALSE,,,,"Cell therapy",1,,2023-08-28,2018-08-23,5.01300479123888,"ok"
